PotentialCustomerID,sale,sale_amount,region,age,marketing_exposure,activity,income,num_accounts,UrbanRural,current_customer
1013245,Yes,782.53,10,36,3,Med,83893,0,Urban,No
1043296,Yes,482.54,2,62,2,Low,12796,1,Urban,Yes
1088352,Yes,1005.09,16,82,4,Med,12318,0,Urban,No
1010837,Yes,545.06,24,31,2,High,97632,1,Urban,Yes
1041116,Yes,569.97,26,41,6,Med,101799,0,Urban,No
1072231,Yes,138.18,8,60,1,High,25677,0,Urban,No
1003193,Yes,363.67,24,70,2,Med,73163,0,Urban,No
1015604,Yes,366.79,21,30,1,Med,73329,0,Urban,No
1035064,No,0.0,28,65,4,Low,113742,0,Urban,No
1082103,No,0.0,1,30,1,Med,26616,0,Urban,No
1020491,No,0.0,27,26,6,Low,100138,0,Urban,No
1095140,Yes,269.95,29,31,5,Med,61879,0,Rural,No
1027952,Yes,557.26,20,52,1,Med,26301,2,Urban,Yes
1060620,Yes,567.64,26,78,1,Med,92546,2,Urban,Yes
1024903,No,0.0,11,44,3,Low,89987,2,Urban,Yes
1075621,No,0.0,9,54,5,Med,169534,0,Urban,No
1050409,Yes,1766.32,18,83,3,Low,19113,1,Urban,Yes
1017638,No,0.0,27,75,5,Low,54122,0,Urban,No
1071987,Yes,94.12,14,46,0,Low,18552,0,Rural,No
1003252,Yes,298.33,18,66,2,Med,10373,0,Urban,No
1069432,Yes,471.05,29,78,3,Med,86786,1,Urban,Yes
1085046,Yes,458.48,1,25,3,High,95313,1,Urban,Yes
1078766,No,0.0,23,60,2,Med,23420,0,Urban,No
1064039,Yes,881.4,11,81,2,Low,15281,1,Urban,Yes
1099791,Yes,46.54,4,76,6,Med,139120,1,Rural,Yes
1093204,Yes,744.84,5,81,4,Low,75098,0,Urban,No
1030779,No,0.0,22,36,2,Low,67881,1,Urban,Yes
1046690,Yes,740.82,15,35,2,Med,100187,0,Urban,No
1035391,Yes,1048.38,16,24,6,Low,98601,1,Urban,Yes
1035671,Yes,342.0,6,81,1,High,54362,1,Urban,Yes
1082420,No,0.0,22,59,5,Med,168159,0,Urban,No
1064972,No,0.0,19,32,8,Med,76070,1,Urban,Yes
1014592,No,0.0,18,78,2,Med,24671,1,Urban,Yes
1092873,No,0.0,30,82,1,Low,29036,0,Urban,No
1000252,Yes,681.47,14,65,2,Low,45673,1,Urban,Yes
1088507,Yes,739.98,27,38,1,High,97361,1,Urban,Yes
1037258,No,0.0,22,44,5,Low,31959,0,Rural,No
1068619,No,0.0,11,42,5,Low,36545,2,Urban,Yes
1035061,No,0.0,16,50,1,Med,28815,0,Urban,No
1041004,No,0.0,24,68,2,Low,70952,0,Urban,No
1095248,Yes,1394.1,5,85,4,Low,24612,0,Urban,No
1081690,Yes,48.59,14,71,9,Med,52134,0,Rural,No
1019118,Yes,470.74,4,70,5,Med,22144,1,Urban,Yes
1002110,Yes,494.88,26,29,4,Med,109740,1,Urban,Yes
1055260,No,0.0,6,62,2,High,78103,0,Rural,No
1049902,Yes,564.46,13,82,5,Med,79181,1,Urban,Yes
1020766,No,0.0,7,61,2,Low,124504,0,Urban,No
1031767,No,0.0,9,59,4,Low,26016,0,Urban,No
1055454,No,0.0,8,41,5,Low,126379,0,Rural,No
1078409,No,0.0,16,70,7,Med,15909,0,Urban,No
1042774,Yes,421.3,27,25,6,Med,91061,1,Urban,Yes
1052079,No,0.0,27,52,1,Low,92989,0,Rural,No
1038059,Yes,773.96,1,61,7,Low,76758,0,Rural,No
1003229,No,0.0,14,78,4,Med,36528,1,Urban,Yes
1039897,No,0.0,2,75,1,Med,6976,0,Urban,No
1095138,No,0.0,22,49,8,Low,44400,1,Rural,Yes
1018901,Yes,354.23,29,61,1,Med,94490,1,Urban,Yes
1055308,Yes,541.57,29,42,4,Med,68012,0,Rural,No
1070032,Yes,331.18,15,61,4,Low,27632,0,Urban,No
1015416,Yes,582.29,13,58,4,Med,34627,0,Urban,No
1009347,No,0.0,17,52,1,Med,125248,0,Urban,No
1058645,Yes,558.1,29,36,2,Low,12070,1,Urban,Yes
1042233,No,0.0,20,75,4,Low,44381,0,Rural,No
1044167,Yes,577.71,6,27,4,Low,58721,1,Urban,Yes
1039849,Yes,504.08,10,37,7,Low,46724,2,Rural,Yes
1000643,No,0.0,24,46,2,Med,18649,1,Urban,Yes
1073281,No,0.0,6,65,5,Med,18827,1,Urban,Yes
1073092,No,0.0,10,60,5,Med,55322,0,Urban,No
1057789,No,0.0,8,29,4,Low,28259,0,Rural,No
1073089,Yes,621.33,7,73,2,Med,93957,0,Urban,No
1086881,Yes,628.53,15,57,1,Med,65487,1,Urban,Yes
1085324,No,0.0,18,56,3,Low,166132,0,Urban,No
1022804,Yes,914.56,27,58,3,Low,71414,1,Urban,Yes
1010030,No,0.0,16,61,2,Med,63797,0,Urban,No
1067195,Yes,250.82,29,56,8,Low,47534,1,Rural,Yes
1051456,Yes,240.79,10,53,6,Med,37910,1,Urban,Yes
1058710,Yes,80.85,10,57,6,High,34598,1,Rural,Yes
1036148,No,0.0,14,63,4,High,83888,0,Urban,No
1008870,Yes,456.66,17,81,4,High,53714,1,Urban,Yes
1028007,No,0.0,17,33,3,Low,24272,1,Urban,Yes
1028275,Yes,364.08,13,62,2,Med,17876,2,Urban,Yes
1044752,Yes,452.0,8,85,5,High,146238,0,Urban,No
1047326,Yes,707.76,9,27,4,Low,45232,0,Urban,No
1046327,Yes,605.25,2,50,0,Low,23853,0,Urban,No
1072831,Yes,735.88,27,85,2,Low,61107,1,Urban,Yes
1089581,Yes,990.21,16,31,6,Med,22452,1,Urban,Yes
1026478,Yes,288.3,28,65,6,Med,133689,0,Rural,No
1074407,No,0.0,16,57,2,Low,45636,0,Urban,No
1078990,No,0.0,19,40,5,Low,77295,0,Urban,No
1056070,No,0.0,4,54,4,High,56626,0,Rural,No
1093001,Yes,188.68,17,32,6,Med,49369,0,Urban,No
1001760,Yes,704.11,27,78,1,High,24204,1,Urban,Yes
1053725,No,0.0,7,71,7,High,13894,0,Rural,No
1092586,Yes,357.42,13,53,3,Low,18372,1,Urban,Yes
1024655,Yes,402.09,13,63,9,Med,97389,0,Rural,No
1027043,Yes,389.66,13,47,4,Med,104127,1,Urban,Yes
1006238,Yes,356.63,2,35,0,Med,109073,0,Urban,No
1002242,Yes,249.6,28,56,2,Med,2549,1,Urban,Yes
1000294,Yes,624.17,15,55,5,Low,48884,0,Urban,No
1031084,Yes,292.21,26,52,5,Low,91780,0,Urban,No
1088405,Yes,536.26,11,35,2,Med,84449,1,Urban,Yes
1010360,No,0.0,30,44,2,Med,8157,0,Urban,No
1021411,Yes,492.71,21,82,3,Med,78979,0,Urban,No
1083800,Yes,585.52,30,32,2,Low,81436,1,Urban,Yes
1061934,Yes,246.0,27,68,5,Med,71399,2,Urban,Yes
1016058,No,0.0,19,83,9,Med,21697,0,Rural,No
1019063,No,0.0,12,47,1,Low,44715,0,Urban,No
1025092,Yes,42.95,30,51,3,High,81930,0,Rural,No
1052047,Yes,674.59,20,72,2,Med,129543,1,Urban,Yes
1083950,No,0.0,28,32,2,Med,23821,1,Urban,Yes
1020110,Yes,200.64,7,69,0,High,41892,1,Urban,Yes
1052274,Yes,557.3,28,35,4,Med,43755,1,Rural,Yes
1039502,Yes,229.38,28,62,0,Low,1317,0,Urban,No
1013700,No,0.0,10,32,5,Low,40895,0,Urban,No
1082248,Yes,403.28,14,35,3,Med,41029,1,Urban,Yes
1054837,Yes,492.72,18,74,4,High,94430,1,Urban,Yes
1054503,Yes,243.73,17,53,1,Low,51065,0,Urban,No
1094752,Yes,700.53,9,69,5,High,34141,1,Urban,Yes
1070594,Yes,1182.27,21,47,4,Low,52563,1,Urban,Yes
1041117,No,0.0,26,34,4,Med,31846,0,Urban,No
1022246,Yes,481.52,8,28,2,Med,93162,0,Urban,No
1067117,Yes,82.9,20,43,5,Med,16891,1,Rural,Yes
1093134,Yes,308.9,5,27,2,Med,93002,1,Urban,Yes
1042097,Yes,88.56,12,43,5,High,15288,1,Rural,Yes
1063929,No,0.0,19,74,1,Low,29177,0,Urban,No
1079510,No,0.0,4,60,0,Low,49659,0,Urban,No
1038613,Yes,249.8,30,65,1,Low,67596,1,Rural,Yes
1069888,Yes,859.36,19,55,4,Med,78549,2,Urban,Yes
1030292,Yes,417.42,2,42,5,High,70665,1,Rural,Yes
1004805,No,0.0,7,62,3,Low,103025,1,Urban,Yes
1041631,No,0.0,8,28,3,Med,37299,0,Urban,No
1031036,Yes,534.17,18,62,2,Low,56816,1,Urban,Yes
1041265,Yes,407.93,29,48,5,Low,37924,0,Urban,No
1059381,Yes,612.72,15,70,2,High,11963,2,Urban,Yes
1006807,Yes,472.88,27,56,4,Low,58667,1,Urban,Yes
1053672,Yes,403.37,13,84,4,Med,48504,1,Urban,Yes
1029308,No,0.0,28,44,5,Low,47132,0,Urban,No
1085513,No,0.0,16,75,6,Low,63597,1,Urban,Yes
1008491,No,0.0,3,61,1,Med,24035,0,Urban,No
1083313,Yes,623.93,27,68,10,Low,43748,1,Urban,Yes
1012428,No,0.0,9,58,6,Low,79353,1,Urban,Yes
1051401,Yes,354.09,8,85,4,Med,57194,0,Rural,No
1041541,Yes,443.66,3,81,4,Med,23927,0,Urban,No
1089935,Yes,522.44,27,65,2,Med,123785,1,Urban,Yes
1007102,No,0.0,7,32,5,Med,75298,0,Urban,No
1004181,No,0.0,24,73,8,Med,12190,1,Rural,Yes
1017793,Yes,670.67,26,25,3,Med,62577,1,Urban,Yes
1020642,No,0.0,9,27,4,Med,20562,2,Urban,Yes
1038131,No,0.0,4,39,7,High,28426,0,Rural,No
1089796,Yes,623.79,9,26,2,Med,9843,0,Urban,No
1001953,Yes,479.56,24,31,2,Low,78101,2,Urban,Yes
1034243,Yes,736.86,29,81,3,Low,48316,0,Urban,No
1011069,Yes,453.32,28,42,3,Low,41026,3,Urban,Yes
1006456,No,0.0,11,57,5,Med,14766,0,Urban,No
1075580,Yes,100.95,8,66,5,Med,62973,2,Urban,Yes
1052942,Yes,441.36,12,56,3,Med,59669,0,Urban,No
1034172,Yes,715.43,2,48,4,Low,709,1,Urban,Yes
1091059,No,0.0,15,66,4,Low,58102,0,Urban,No
1075278,Yes,840.81,28,57,3,Med,15881,0,Urban,No
1002381,Yes,548.68,25,80,2,Med,85586,0,Urban,No
1060521,Yes,353.26,24,37,5,Med,2516,1,Urban,Yes
1035177,Yes,1155.34,27,40,3,Low,181124,2,Urban,Yes
1061849,No,0.0,10,75,2,Low,17456,0,Urban,No
1019107,No,0.0,9,36,2,Med,53400,0,Urban,No
1052852,No,0.0,17,43,6,Low,34810,0,Rural,No
1053585,Yes,464.61,2,71,0,Med,63953,1,Urban,Yes
1057418,No,0.0,12,55,3,Low,104421,2,Urban,Yes
1072209,No,0.0,15,71,4,Med,107683,0,Urban,No
1032036,Yes,632.69,28,38,2,Low,20412,0,Urban,No
1014715,Yes,63.82,4,60,3,Low,92876,0,Rural,No
1029442,Yes,254.78,26,46,0,Med,47260,2,Urban,Yes
1038259,No,0.0,1,66,2,Med,74977,2,Urban,Yes
1082464,Yes,427.44,9,49,0,Low,36545,0,Urban,No
1064499,Yes,629.1,27,30,1,High,42723,0,Urban,No
1097082,Yes,207.62,22,55,2,Med,27695,0,Urban,No
1028436,Yes,787.69,28,65,3,Low,54885,0,Urban,No
1025600,Yes,470.46,19,74,4,High,48771,1,Rural,Yes
1092987,Yes,997.47,27,40,3,Med,5623,1,Urban,Yes
1093612,No,0.0,2,25,2,Low,135820,0,Urban,No
1006725,No,0.0,20,24,2,Med,62671,0,Urban,No
1015039,Yes,556.84,5,68,2,Low,58865,1,Urban,Yes
1032771,Yes,654.88,8,65,6,Low,27899,1,Urban,Yes
1014596,No,0.0,8,28,5,High,15842,2,Urban,Yes
1074836,No,0.0,8,25,3,Low,20537,2,Rural,Yes
1079078,No,0.0,16,68,1,High,22852,1,Urban,Yes
1006520,No,0.0,11,48,4,Low,99693,0,Urban,No
1024137,No,0.0,3,59,9,Med,78303,0,Rural,No
1025455,Yes,739.86,25,38,1,High,45915,0,Urban,No
1073414,Yes,659.48,7,64,6,Low,27138,1,Urban,Yes
1092703,No,0.0,2,55,1,Low,94750,0,Urban,No
1042090,No,0.0,7,52,4,Low,55621,1,Rural,Yes
1036386,Yes,442.37,24,59,8,High,45335,2,Urban,Yes
1083105,Yes,1152.31,26,69,4,Low,112863,2,Urban,Yes
1050778,No,0.0,19,67,6,Med,66415,0,Rural,No
1041528,No,0.0,18,55,4,Low,61448,0,Urban,No
1055330,Yes,1087.55,8,27,4,High,62001,0,Urban,No
1064082,No,0.0,17,29,3,High,13564,1,Urban,Yes
1004409,Yes,359.02,20,25,4,Med,78658,0,Urban,No
1023732,No,0.0,23,78,1,Low,57289,1,Urban,Yes
1031955,Yes,128.44,26,74,7,Low,67539,2,Rural,Yes
1024449,No,0.0,18,70,2,Low,4683,2,Urban,Yes
1051394,No,0.0,15,59,9,High,86332,0,Rural,No
1025960,Yes,479.0,27,54,3,Med,114318,0,Urban,No
1042696,Yes,496.21,21,42,3,Med,44765,0,Urban,No
1035989,Yes,424.36,7,53,2,High,101423,2,Urban,Yes
1068891,No,0.0,9,83,2,Low,53418,0,Urban,No
1063783,No,0.0,27,75,4,Med,55987,1,Urban,Yes
1063906,Yes,653.49,13,45,2,Low,22552,1,Urban,Yes
1074569,No,0.0,28,55,2,Med,3675,1,Urban,Yes
1040924,Yes,319.29,23,69,5,Med,112962,2,Urban,Yes
1015285,Yes,641.75,2,43,2,Med,99117,0,Urban,No
1082469,Yes,460.43,8,50,3,Med,82301,1,Urban,Yes
1068427,No,0.0,5,27,5,Med,49861,1,Urban,Yes
1059941,No,0.0,25,55,2,Med,2455,1,Urban,Yes
1080151,No,0.0,14,38,2,Low,9525,0,Urban,No
1056309,Yes,608.2,13,32,3,Low,96662,1,Urban,Yes
1076846,Yes,409.57,5,82,1,High,34290,1,Urban,Yes
1064163,Yes,204.86,5,44,4,Med,68870,0,Urban,No
1037051,No,0.0,10,73,2,Med,42264,0,Urban,No
1068623,No,0.0,10,57,5,Med,84923,0,Urban,No
1094354,Yes,1140.69,3,26,1,Low,64074,1,Urban,Yes
1060365,No,0.0,10,42,2,High,60878,1,Urban,Yes
1034099,Yes,385.85,27,62,1,Med,61376,1,Urban,Yes
1004198,Yes,276.08,1,37,9,Med,140230,0,Rural,No
1063782,No,0.0,19,49,4,Med,76231,1,Urban,Yes
1038713,Yes,1047.62,21,79,2,Med,16522,1,Urban,Yes
1094495,Yes,346.7,1,68,1,Med,93565,0,Urban,No
1016364,Yes,823.38,27,80,4,High,7038,1,Urban,Yes
1035955,No,0.0,14,40,5,Low,96107,2,Urban,Yes
1020390,No,0.0,25,48,4,High,17033,0,Urban,No
1065388,Yes,436.56,25,23,7,Med,75462,0,Rural,No
1056237,Yes,347.22,17,45,2,Med,25078,1,Urban,Yes
1039884,Yes,143.33,26,68,2,High,103328,0,Rural,No
1074946,No,0.0,8,78,6,Med,125480,0,Urban,No
1061793,Yes,553.46,11,57,3,Med,119846,1,Urban,Yes
1061141,No,0.0,26,28,5,Med,43224,0,Urban,No
1016215,Yes,392.42,12,69,5,Med,47654,1,Urban,Yes
1057037,Yes,250.99,4,46,1,High,18071,0,Urban,No
1003308,Yes,197.56,22,82,1,Med,79537,1,Urban,Yes
1002989,No,0.0,12,30,4,Med,14152,3,Urban,Yes
1004892,Yes,608.5,13,48,3,Med,136732,1,Urban,Yes
1052251,Yes,494.3,13,34,7,Low,64641,1,Rural,Yes
1044388,Yes,952.08,5,43,3,High,48124,2,Urban,Yes
1025736,Yes,380.71,1,51,5,High,10840,1,Urban,Yes
1003014,No,0.0,9,24,2,High,98805,1,Urban,Yes
1004775,No,0.0,4,30,1,Low,47273,0,Urban,No
1000531,Yes,1075.23,16,74,7,Low,62446,2,Urban,Yes
1083611,No,0.0,22,55,6,Low,70098,1,Urban,Yes
1034235,Yes,948.79,20,86,5,Low,34912,0,Urban,No
1017903,Yes,592.62,12,81,3,Low,91226,0,Urban,No
1028790,No,0.0,25,36,3,Low,52072,0,Urban,No
1051329,Yes,450.31,2,28,8,Low,65756,2,Rural,Yes
1085062,Yes,451.24,14,80,2,Low,52045,1,Urban,Yes
1068562,No,0.0,17,63,5,High,14287,0,Urban,No
1009834,Yes,577.97,28,34,2,Med,65931,1,Urban,Yes
1084779,No,0.0,12,27,0,Low,46603,4,Urban,Yes
1049398,Yes,662.0,16,74,0,Low,13646,0,Urban,No
1051710,No,0.0,11,83,3,Med,68460,0,Urban,No
1027855,Yes,699.23,5,68,0,Med,107319,0,Urban,No
1012237,Yes,1018.6,7,24,5,High,32091,2,Urban,Yes
1087199,No,0.0,5,42,2,Low,57244,0,Urban,No
1081888,Yes,430.3,11,38,1,Med,30403,1,Urban,Yes
1096693,Yes,761.76,21,72,3,Med,15885,0,Urban,No
1076217,No,0.0,26,55,3,Med,55399,0,Urban,No
1006132,Yes,693.22,1,65,1,Low,31683,0,Urban,No
1050852,No,0.0,20,76,3,Low,1683,0,Urban,No
1050402,No,0.0,4,80,4,High,72460,2,Urban,Yes
1030394,Yes,1023.06,3,76,4,Low,70833,1,Urban,Yes
1087698,Yes,498.34,27,58,4,Low,77018,1,Urban,Yes
1021361,Yes,345.54,14,65,0,Med,11701,2,Urban,Yes
1099122,No,0.0,25,63,0,High,89394,0,Urban,No
1056893,Yes,548.23,4,31,2,High,66898,0,Rural,No
1038219,No,0.0,6,47,5,Med,63499,0,Urban,No
1082642,Yes,589.31,30,54,2,Med,51854,0,Urban,No
1046140,No,0.0,3,39,4,Med,128750,0,Urban,No
1090380,Yes,853.91,20,69,2,Low,67957,1,Urban,Yes
1013166,No,0.0,10,79,5,Med,20954,4,Rural,Yes
1086596,Yes,782.51,25,47,4,Med,81830,0,Urban,No
1028582,No,0.0,1,75,2,Low,20563,3,Urban,Yes
1011032,Yes,377.82,28,80,1,Med,46379,3,Urban,Yes
1017983,Yes,183.12,6,48,0,Low,4796,0,Urban,No
1054418,Yes,436.04,12,47,2,Low,22377,1,Urban,Yes
1012900,No,0.0,30,74,5,Low,23363,0,Urban,No
1059379,Yes,750.72,23,64,5,Med,13168,0,Urban,No
1030588,Yes,739.8,19,32,5,Low,96162,0,Urban,No
1087352,No,0.0,28,24,5,Low,112431,0,Urban,No
1096562,No,0.0,16,79,4,Low,75603,2,Urban,Yes
1080654,No,0.0,18,50,6,Med,53189,0,Urban,No
1093975,No,0.0,1,64,6,Low,79100,0,Urban,No
1082175,Yes,308.2,12,30,3,High,52980,3,Urban,Yes
1004665,Yes,616.62,5,82,3,Low,12286,0,Urban,No
1019618,Yes,524.38,28,37,4,High,40985,0,Urban,No
1057623,Yes,165.69,21,63,7,Med,76334,1,Rural,Yes
1045743,No,0.0,10,44,2,Med,61346,0,Urban,No
1056282,No,0.0,6,48,6,High,59530,0,Urban,No
1056557,No,0.0,30,52,1,Med,59485,0,Urban,No
1018352,No,0.0,4,35,3,Low,10669,1,Urban,Yes
1053015,Yes,405.19,25,67,2,Low,23929,0,Urban,No
1012239,No,0.0,30,35,3,Low,76122,0,Urban,No
1084590,Yes,58.92,29,45,5,High,4340,1,Rural,Yes
1071247,Yes,575.7,4,24,7,Med,50012,1,Urban,Yes
1065854,Yes,318.01,18,68,4,Low,7055,2,Rural,Yes
1036784,No,0.0,2,72,0,Med,68783,0,Urban,No
1069469,Yes,91.72,28,67,9,High,72969,0,Rural,No
1029957,Yes,709.15,11,76,7,Med,83068,0,Urban,No
1040595,No,0.0,16,40,2,Low,102527,0,Urban,No
1084201,Yes,433.52,2,61,5,Low,58064,2,Urban,Yes
1003769,Yes,720.83,14,24,4,Med,48386,0,Urban,No
1081335,Yes,361.58,9,54,5,High,17882,1,Rural,Yes
1031234,No,0.0,18,79,8,Low,12225,0,Rural,No
1057314,Yes,526.02,14,27,2,Med,57022,3,Rural,Yes
1057887,Yes,547.42,7,51,1,Med,25820,0,Urban,No
1007892,Yes,683.83,7,44,5,Med,33315,0,Urban,No
1010168,Yes,505.27,5,62,3,Med,63165,1,Urban,Yes
1005055,Yes,251.38,20,60,6,High,20149,1,Urban,Yes
1086439,Yes,574.92,2,51,4,Low,116479,1,Urban,Yes
1002005,No,0.0,20,26,4,Med,109677,0,Urban,No
1000556,Yes,410.95,17,80,4,High,36475,1,Urban,Yes
1020574,Yes,452.25,11,53,3,High,57847,0,Urban,No
1040246,Yes,452.24,24,50,5,Med,72690,2,Urban,Yes
1080679,No,0.0,19,44,9,Low,33697,1,Rural,Yes
1095788,No,0.0,9,27,1,Med,131968,0,Urban,No
1004916,Yes,535.72,1,63,5,Med,53829,0,Urban,No
1059929,Yes,729.49,21,81,4,Med,107660,1,Urban,Yes
1026920,No,0.0,13,27,8,Med,53726,0,Rural,No
1026553,Yes,1288.74,7,62,1,Med,43414,1,Urban,Yes
1067728,Yes,318.46,11,82,7,Low,9476,1,Rural,Yes
1060491,No,0.0,14,24,4,Low,16691,1,Urban,Yes
1045059,Yes,776.09,27,26,2,Low,61646,1,Urban,Yes
1018698,Yes,690.08,26,36,4,Med,32106,0,Urban,No
1033625,Yes,501.98,18,68,6,Med,37768,0,Urban,No
1064070,No,0.0,30,45,1,Med,55162,0,Urban,No
1018261,No,0.0,8,40,4,Low,78142,1,Urban,Yes
1010717,Yes,824.07,1,45,3,Med,40043,0,Urban,No
1039757,Yes,184.38,11,81,11,Low,45025,0,Rural,No
1014005,Yes,547.7,24,72,1,High,11785,2,Urban,Yes
1088106,No,0.0,11,49,7,Med,6018,1,Urban,Yes
1061387,Yes,891.34,9,28,3,High,119495,0,Urban,No
1067306,Yes,557.51,5,83,7,Med,61699,1,Rural,Yes
1014813,Yes,526.56,5,77,5,High,18460,0,Urban,No
1025502,Yes,987.78,30,47,4,Med,46583,0,Urban,No
1089187,Yes,572.77,16,79,1,Med,82457,0,Urban,No
1014900,Yes,552.91,14,84,5,Med,96656,1,Urban,Yes
1006032,Yes,648.97,25,85,3,High,104585,0,Urban,No
1071589,No,0.0,24,45,4,Med,20428,1,Urban,Yes
1073347,Yes,211.2,14,57,2,Med,104378,1,Urban,Yes
1009425,Yes,530.65,21,37,5,Med,30721,0,Urban,No
1088755,No,0.0,28,50,0,Low,71345,1,Urban,Yes
1069707,No,0.0,13,80,3,Low,9763,0,Urban,No
1056140,Yes,683.59,13,79,2,High,114824,0,Urban,No
1052603,No,0.0,12,28,1,Med,47963,0,Urban,No
1013080,No,0.0,3,36,7,Med,47509,0,Urban,No
1014746,Yes,126.59,12,43,8,Low,50034,1,Rural,Yes
1066543,No,0.0,13,32,0,High,50594,0,Urban,No
1006735,Yes,800.17,23,75,4,High,61052,2,Urban,Yes
1007928,Yes,443.29,9,43,2,Med,68583,1,Urban,Yes
1051954,No,0.0,23,29,4,Med,744,2,Urban,Yes
1035532,No,0.0,8,26,2,Med,31061,0,Urban,No
1037040,No,0.0,2,63,3,Low,48951,0,Urban,No
1073392,Yes,803.86,24,24,3,High,85033,1,Urban,Yes
1080663,Yes,1414.44,28,27,4,High,34682,0,Urban,No
1068497,Yes,724.68,23,45,4,Low,35622,1,Urban,Yes
1029680,Yes,352.92,19,70,2,Med,79361,1,Urban,Yes
1053955,Yes,468.21,1,37,2,Med,6002,0,Urban,No
1087276,No,0.0,2,31,2,Low,43115,0,Urban,No
1095743,Yes,446.56,6,71,7,High,64596,0,Urban,No
1068104,Yes,932.81,3,67,2,Med,41525,0,Urban,No
1002923,Yes,155.12,6,29,5,Med,71767,1,Rural,Yes
1075475,Yes,865.05,2,81,9,High,82327,0,Urban,No
1061312,Yes,50.37,22,64,0,Low,107711,0,Urban,No
1073885,Yes,123.59,12,39,3,Med,93783,0,Rural,No
1067402,No,0.0,17,59,4,Low,71098,2,Urban,Yes
1009299,No,0.0,26,41,2,Med,10149,0,Urban,No
1042290,Yes,142.82,28,35,3,Med,7836,0,Rural,No
1075724,Yes,716.77,1,68,2,Med,100559,2,Urban,Yes
1088099,Yes,550.13,3,81,2,Med,49454,0,Urban,No
1009771,Yes,788.17,2,61,5,Low,63434,0,Urban,No
1006521,Yes,173.21,9,69,2,High,1506,1,Urban,Yes
1034046,Yes,313.54,29,69,2,Med,34232,2,Urban,Yes
1077957,Yes,301.86,11,47,3,Med,53595,0,Urban,No
1048595,No,0.0,24,49,7,High,122252,1,Urban,Yes
1090059,Yes,430.92,20,74,4,Low,5576,0,Urban,No
1015256,No,0.0,19,67,3,Low,35834,0,Urban,No
1034010,Yes,243.35,29,52,4,Med,19546,0,Urban,No
1039438,Yes,224.08,25,61,3,Med,53061,0,Urban,No
1062040,No,0.0,10,44,2,High,88152,0,Urban,No
1017372,No,0.0,6,35,4,Med,20973,1,Urban,Yes
1097017,No,0.0,22,50,5,Med,82932,1,Urban,Yes
1003468,No,0.0,14,40,3,Low,43640,0,Urban,No
1031318,No,0.0,18,36,4,Low,88520,0,Urban,No
1019827,No,0.0,5,45,0,Low,190671,1,Urban,Yes
1044242,Yes,816.47,18,86,4,High,15523,0,Urban,No
1034873,Yes,342.92,11,62,2,Med,2071,1,Urban,Yes
1065560,Yes,314.1,13,55,5,Low,11402,1,Rural,Yes
1068077,Yes,1201.18,10,46,6,Med,40787,0,Urban,No
1070740,Yes,341.44,11,76,3,Med,40175,0,Rural,No
1008031,Yes,267.73,9,39,4,Med,10173,2,Urban,Yes
1034625,Yes,559.24,7,60,6,Low,31547,0,Urban,No
1037720,Yes,966.01,5,57,3,High,46723,0,Urban,No
1056482,No,0.0,21,27,4,Med,33107,2,Urban,Yes
1074888,No,0.0,3,63,10,Med,59602,0,Rural,No
1041284,Yes,633.83,20,64,6,Med,31194,2,Urban,Yes
1093998,No,0.0,13,86,1,Med,117146,1,Urban,Yes
1012783,No,0.0,7,65,1,Low,56669,0,Rural,No
1082417,Yes,484.36,4,53,1,Low,427,2,Urban,Yes
1099594,Yes,615.53,27,31,4,Med,85431,0,Urban,No
1078514,Yes,306.52,10,70,2,Low,108780,1,Urban,Yes
1025437,No,0.0,24,35,4,High,129596,1,Urban,Yes
1029645,No,0.0,6,33,5,Med,58323,1,Urban,Yes
1003976,No,0.0,23,66,4,Med,42724,0,Urban,No
1014511,No,0.0,30,46,3,High,60212,1,Urban,Yes
1024092,Yes,366.17,24,24,0,Low,62808,1,Urban,Yes
1028799,Yes,902.47,21,35,4,Low,110934,1,Urban,Yes
1033667,Yes,417.27,6,32,1,Low,23317,0,Urban,No
1078828,No,0.0,1,47,3,Low,30474,0,Rural,No
1091958,No,0.0,27,35,2,Med,18319,0,Urban,No
1041806,No,0.0,26,32,1,High,28442,0,Urban,No
1092242,No,0.0,2,62,1,Low,94916,3,Urban,Yes
1030249,No,0.0,19,30,2,High,33827,1,Urban,Yes
1046984,No,0.0,25,49,3,Low,76112,1,Urban,Yes
1081651,No,0.0,20,42,9,High,60799,2,Rural,Yes
1013214,Yes,352.61,16,30,0,Low,77912,1,Urban,Yes
1041253,No,0.0,25,30,5,High,109502,1,Urban,Yes
1096055,No,0.0,13,56,0,Med,27972,1,Urban,Yes
1046556,Yes,210.46,9,61,9,High,13553,0,Rural,No
1076169,No,0.0,19,68,2,Med,93978,1,Urban,Yes
1009303,Yes,340.19,20,24,1,Med,43914,2,Urban,Yes
1041493,Yes,194.15,22,68,6,Med,35236,0,Rural,No
1005029,Yes,950.31,6,77,5,Med,33531,1,Urban,Yes
1050684,Yes,444.84,8,79,2,Low,131637,0,Rural,No
1015669,Yes,475.54,13,29,5,High,49697,0,Rural,No
1094902,Yes,274.7,27,49,1,High,94963,3,Urban,Yes
1039447,Yes,662.14,18,69,6,High,127363,1,Urban,Yes
1054482,Yes,634.63,9,76,0,Low,102623,1,Urban,Yes
1079897,Yes,336.42,29,53,2,Med,11076,1,Urban,Yes
